T04,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
34,Southern Asia,2017,"Seats held by women in national parliament, as of February (%)",,,17.9647,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
34,Southern Asia,2018,"Seats held by women in national parliament, as of February (%)",,,13.918,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
34,Southern Asia,2019,"Seats held by women in national parliament, as of February (%)",,,15.7919,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
34,Southern Asia,2020,"Seats held by women in national parliament, as of February (%)",,,17.3389,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
145,Western Asia,2000,"Seats held by women in national parliament, as of February (%)",,,5.1909,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
145,Western Asia,2005,"Seats held by women in national parliament, as of February (%)",,,5.7374,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
145,Western Asia,2010,"Seats held by women in national parliament, as of February (%)",,,9.2907,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
145,Western Asia,2015,"Seats held by women in national parliament, as of February (%)",,,12.8196,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
145,Western Asia,2016,"Seats held by women in national parliament, as of February (%)",,,13.2075,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
145,Western Asia,2017,"Seats held by women in national parliament, as of February (%)",,,13.8022,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
145,Western Asia,2018,"Seats held by women in national parliament, as of February (%)",,,14.2532,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
145,Western Asia,2019,"Seats held by women in national parliament, as of February (%)",,,15.3367,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
145,Western Asia,2020,"Seats held by women in national parliament, as of February (%)",,,15.5653,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
135,Caucasus and Central Asia,2000,"Seats held by women in national parliament, as of February (%)",,,6.9705,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
135,Caucasus and Central Asia,2005,"Seats held by women in national parliament, as of February (%)",,,9.8837,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
135,Caucasus and Central Asia,2010,"Seats held by women in national parliament, as of February (%)",,,15.1188,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
135,Caucasus and Central Asia,2015,"Seats held by women in national parliament, as of February (%)",,,17.8609,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
135,Caucasus and Central Asia,2016,"Seats held by women in national parliament, as of February (%)",,,17.6471,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
135,Caucasus and Central Asia,2017,"Seats held by women in national parliament, as of February (%)",,,18.3505,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
135,Caucasus and Central Asia,2018,"Seats held by women in national parliament, as of February (%)",,,19.4915,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
135,Caucasus and Central Asia,2019,"Seats held by women in national parliament, as of February (%)",,,20.0207,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
150,Europe,2000,"Seats held by women in national parliament, as of February (%)",,,16.8393,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
150,Europe,2005,"Seats held by women in national parliament, as of February (%)",,,20.4998,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
150,Europe,2010,"Seats held by women in national parliament, as of February (%)",,,23.2497,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
150,Europe,2015,"Seats held by women in national parliament, as of February (%)",,,26.7163,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
150,Europe,2016,"Seats held by women in national parliament, as of February (%)",,,27.1527,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
150,Europe,2017,"Seats held by women in national parliament, as of February (%)",,,28.0193,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
150,Europe,2018,"Seats held by women in national parliament, as of February (%)",,,28.8742,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
150,Europe,2019,"Seats held by women in national parliament, as of February (%)",,,29.7997,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
150,Europe,2020,"Seats held by women in national parliament, as of February (%)",,,31.4368,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
151,Eastern Europe,2000,"Seats held by women in national parliament, as of February (%)",,,9.7188,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
151,Eastern Europe,2005,"Seats held by women in national parliament, as of February (%)",,,14.0571,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
151,Eastern Europe,2010,"Seats held by women in national parliament, as of February (%)",,,15.2378,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
151,Eastern Europe,2015,"Seats held by women in national parliament, as of February (%)",,,16.9473,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
151,Eastern Europe,2016,"Seats held by women in national parliament, as of February (%)",,,17.6428,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
151,Eastern Europe,2017,"Seats held by women in national parliament, as of February (%)",,,19.4215,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
151,Eastern Europe,2018,"Seats held by women in national parliament, as of February (%)",,,19.985,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
151,Eastern Europe,2019,"Seats held by women in national parliament, as of February (%)",,,20.4733,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
151,Eastern Europe,2020,"Seats held by women in national parliament, as of February (%)",,,22.3892,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
154,Northern Europe,2000,"Seats held by women in national parliament, as of February (%)",,,26.9939,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
154,Northern Europe,2005,"Seats held by women in national parliament, as of February (%)",,,28.0264,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
154,Northern Europe,2010,"Seats held by women in national parliament, as of February (%)",,,29.5788,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
154,Northern Europe,2015,"Seats held by women in national parliament, as of February (%)",,,30.406,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
154,Northern Europe,2016,"Seats held by women in national parliament, as of February (%)",,,32.4835,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
154,Northern Europe,2017,"Seats held by women in national parliament, as of February (%)",,,33.3175,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
154,Northern Europe,2018,"Seats held by women in national parliament, as of February (%)",,,33.7915,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
154,Northern Europe,2019,"Seats held by women in national parliament, as of February (%)",,,35.1185,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
154,Northern Europe,2020,"Seats held by women in national parliament, as of February (%)",,,36.3507,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
39,Southern Europe,2000,"Seats held by women in national parliament, as of February (%)",,,11.0159,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
39,Southern Europe,2005,"Seats held by women in national parliament, as of February (%)",,,17.0763,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
39,Southern Europe,2010,"Seats held by women in national parliament, as of February (%)",,,23.0043,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
39,Southern Europe,2015,"Seats held by women in national parliament, as of February (%)",,,29.9804,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
